mode: set
kollab/api/cmd/server/main.go:40.21,41.117 1 0
kollab/api/internal/document/exporter.go:614.74,616.3 1 0
kollab/api/internal/document/exporter.go:619.2,619.58 1 0
kollab/api/internal/document/exporter.go:619.58,621.3 1 0
kollab/api/internal/document/exporter.go:624.2,624.64 1 0
kollab/api/internal/document/exporter.go:624.64,626.3 1 0
kollab/api/internal/document/exporter.go:629.2,669.40 6 0
kollab/api/internal/document/exporter.go:669.40,671.3 1 0
kollab/api/internal/document/exporter.go:672.2,674.68 2 0
kollab/api/internal/document/exporter.go:674.68,676.3 1 0
kollab/api/internal/document/exporter.go:679.2,682.40 3 0
kollab/api/internal/document/exporter.go:682.40,684.35 2 0
kollab/api/internal/document/exporter.go:684.35,686.4 1 0
kollab/api/internal/document/exporter.go:687.3,688.116 1 0
kollab/api/internal/document/exporter.go:690.2,698.88 5 0
kollab/api/internal/document/exporter.go:698.88,700.3 1 0
kollab/api/internal/document/exporter.go:703.2,703.35 1 0
kollab/api/internal/document/exporter.go:703.35,705.3 1 0
kollab/api/internal/document/exporter.go:707.2,707.25 1 0
kollab/api/internal/document/exporter.go:711.90,717.55 4 0
kollab/api/internal/document/exporter.go:717.55,719.17 2 0
kollab/api/internal/document/exporter.go:719.17,721.4 1 0
kollab/api/internal/document/exporter.go:722.3,723.13 2 0
kollab/api/internal/document/exporter.go:727.2,727.74 1 0
kollab/api/internal/document/exporter.go:727.74,729.3 1 0
kollab/api/internal/document/exporter.go:732.2,732.58 1 0
kollab/api/internal/document/exporter.go:732.58,734.3 1 0
kollab/api/internal/document/exporter.go:737.2,737.64 1 0
kollab/api/internal/document/exporter.go:737.64,739.3 1 0
kollab/api/internal/document/exporter.go:742.2,752.16 3 0
kollab/api/internal/document/exporter.go:752.16,754.3 1 0
kollab/api/internal/document/exporter.go:757.2,771.40 4 0
kollab/api/internal/document/exporter.go:771.40,773.3 1 0
kollab/api/internal/document/exporter.go:774.2,776.68 2 0
kollab/api/internal/document/exporter.go:776.68,778.3 1 0
kollab/api/internal/document/exporter.go:781.2,784.40 3 0
kollab/api/internal/document/exporter.go:784.40,786.35 2 0
kollab/api/internal/document/exporter.go:786.35,788.4 1 0
kollab/api/internal/document/exporter.go:789.3,790.116 1 0
kollab/api/internal/document/exporter.go:792.2,800.88 5 0
kollab/api/internal/document/exporter.go:800.88,802.3 1 0
kollab/api/internal/document/exporter.go:805.2,805.35 1 0
kollab/api/internal/document/exporter.go:805.35,807.3 1 0
kollab/api/internal/document/exporter.go:809.2,809.25 1 0
kollab/api/internal/document/exporter.go:812.92,815.16 2 0
kollab/api/internal/document/exporter.go:816.13,817.35 1 0
kollab/api/internal/document/exporter.go:817.35,819.4 1 0
kollab/api/internal/document/exporter.go:820.19,825.35 5 0
kollab/api/internal/document/exporter.go:825.35,827.4 1 0
kollab/api/internal/document/exporter.go:828.3,829.29 2 0
kollab/api/internal/document/exporter.go:830.17,832.51 2 0
kollab/api/internal/document/exporter.go:832.51,834.4 1 0
kollab/api/internal/document/exporter.go:834.9,834.54 1 0
kollab/api/internal/document/exporter.go:834.54,836.4 1 0
kollab/api/internal/document/exporter.go:837.3,838.17 2 0
kollab/api/internal/document/exporter.go:838.17,840.4 1 0
kollab/api/internal/document/exporter.go:840.9,840.24 1 0
kollab/api/internal/document/exporter.go:840.24,842.4 1 0
kollab/api/internal/document/exporter.go:844.3,846.35 3 0
kollab/api/internal/document/exporter.go:846.35,848.28 1 0
kollab/api/internal/document/exporter.go:848.28,850.5 1 0
kollab/api/internal/document/exporter.go:850.10,852.5 1 0
kollab/api/internal/document/exporter.go:855.3,855.26 1 0
kollab/api/internal/document/exporter.go:855.26,857.4 1 0
kollab/api/internal/document/exporter.go:858.3,858.29 1 0
kollab/api/internal/document/exporter.go:859.14,866.32 6 0
kollab/api/internal/document/exporter.go:866.32,867.21 1 0
kollab/api/internal/document/exporter.go:868.16,869.18 1 0
kollab/api/internal/document/exporter.go:870.18,871.20 1 0
kollab/api/internal/document/exporter.go:872.21,873.23 1 0
kollab/api/internal/document/exporter.go:874.18,875.20 1 0
kollab/api/internal/document/exporter.go:876.16,877.18 1 0
kollab/api/internal/document/exporter.go:881.3,884.13 4 0
kollab/api/internal/document/exporter.go:884.13,886.4 1 0
kollab/api/internal/document/exporter.go:887.3,887.15 1 0
kollab/api/internal/document/exporter.go:887.15,889.4 1 0
kollab/api/internal/document/exporter.go:890.3,890.18 1 0
kollab/api/internal/document/exporter.go:890.18,892.4 1 0
kollab/api/internal/document/exporter.go:893.3,893.15 1 0
kollab/api/internal/document/exporter.go:893.15,895.4 1 0
kollab/api/internal/document/exporter.go:896.3,896.13 1 0
kollab/api/internal/document/exporter.go:896.13,898.4 1 0
kollab/api/internal/document/exporter.go:899.3,901.27 3 0
kollab/api/internal/document/exporter.go:902.20,903.35 1 0
kollab/api/internal/document/exporter.go:903.35,905.4 1 0
kollab/api/internal/document/exporter.go:906.21,907.37 1 0
kollab/api/internal/document/exporter.go:907.37,910.4 2 0
kollab/api/internal/document/exporter.go:911.18,912.60 1 0
kollab/api/internal/document/exporter.go:913.18,914.35 1 0
kollab/api/internal/document/exporter.go:914.35,916.4 1 0
kollab/api/internal/document/exporter.go:917.18,919.50 2 0
kollab/api/internal/document/exporter.go:919.50,921.4 1 0
kollab/api/internal/document/exporter.go:922.3,923.14 2 0
kollab/api/internal/document/exporter.go:923.14,925.4 1 0
kollab/api/internal/document/exporter.go:926.3,929.35 4 0
kollab/api/internal/document/exporter.go:929.35,931.4 1 0
kollab/api/internal/document/exporter.go:932.3,932.29 1 0
kollab/api/internal/document/exporter.go:933.19,936.35 3 0
kollab/api/internal/document/exporter.go:936.35,938.4 1 0
kollab/api/internal/document/exporter.go:939.3,939.29 1 0
kollab/api/internal/document/exporter.go:940.15,943.35 3 0
kollab/api/internal/document/exporter.go:943.35,945.4 1 0
kollab/api/internal/document/exporter.go:946.3,946.31 1 0
kollab/api/internal/document/exporter.go:947.18,949.35 2 0
kollab/api/internal/document/exporter.go:949.35,951.4 1 0
kollab/api/internal/document/exporter.go:952.3,952.30 1 0
kollab/api/internal/document/exporter.go:953.34,955.30 2 0
kollab/api/internal/document/exporter.go:955.30,957.4 1 0
kollab/api/internal/document/exporter.go:958.3,960.26 3 0
kollab/api/internal/document/exporter.go:960.26,962.4 1 0
kollab/api/internal/document/exporter.go:962.9,963.36 1 0
kollab/api/internal/document/exporter.go:963.36,965.5 1 0
kollab/api/internal/document/exporter.go:967.3,967.30 1 0
kollab/api/internal/document/exporter.go:968.30,970.48 2 0
kollab/api/internal/document/exporter.go:970.48,972.4 1 0
kollab/api/internal/document/exporter.go:973.3,974.16 2 0
kollab/api/internal/document/exporter.go:974.16,975.9 1 0
kollab/api/internal/document/exporter.go:979.3,980.17 2 0
kollab/api/internal/document/exporter.go:980.17,982.4 1 0
kollab/api/internal/document/exporter.go:982.9,982.34 1 0
kollab/api/internal/document/exporter.go:982.34,984.4 1 0
kollab/api/internal/document/exporter.go:984.9,986.49 1 0
kollab/api/internal/document/exporter.go:986.49,989.5 2 0
kollab/api/internal/document/exporter.go:989.10,992.5 2 0
kollab/api/internal/document/exporter.go:995.3,996.40 2 0
kollab/api/internal/document/exporter.go:996.40,1002.50 4 0
kollab/api/internal/document/exporter.go:1002.50,1015.24 4 0
kollab/api/internal/document/exporter.go:1015.24,1017.6 1 0
kollab/api/internal/document/exporter.go:1017.11,1019.6 1 0
kollab/api/internal/document/exporter.go:1020.5,1041.24 22 0
kollab/api/internal/document/exporter.go:1041.24,1043.6 1 0
kollab/api/internal/document/exporter.go:1043.11,1045.6 1 0
kollab/api/internal/document/exporter.go:1046.5,1046.20 1 0
kollab/api/internal/document/exporter.go:1047.10,1049.5 1 0
kollab/api/internal/document/exporter.go:1052.3,1052.15 1 0
kollab/api/internal/document/exporter.go:1052.15,1053.9 1 0
kollab/api/internal/document/exporter.go:1057.3,1058.17 2 0
kollab/api/internal/document/exporter.go:1058.17,1067.23 4 0
kollab/api/internal/document/exporter.go:1067.23,1069.5 1 0
kollab/api/internal/document/exporter.go:1069.10,1071.5 1 0
kollab/api/internal/document/exporter.go:1072.4,1093.23 22 0
kollab/api/internal/document/exporter.go:1093.23,1095.5 1 0
kollab/api/internal/document/exporter.go:1095.10,1097.5 1 0
kollab/api/internal/document/exporter.go:1098.9,1102.65 2 0
kollab/api/internal/document/exporter.go:1102.65,1104.5 1 0
kollab/api/internal/document/exporter.go:1105.4,1106.23 2 0
kollab/api/internal/document/exporter.go:1106.23,1108.5 1 0
kollab/api/internal/document/exporter.go:1108.10,1110.5 1 0
kollab/api/internal/document/exporter.go:1112.22,1114.47 2 0
kollab/api/internal/document/exporter.go:1114.47,1116.4 1 0
kollab/api/internal/document/exporter.go:1117.3,1118.16 2 0
kollab/api/internal/document/exporter.go:1119.18,1120.24 1 0
kollab/api/internal/document/exporter.go:1121.16,1122.24 1 0
kollab/api/internal/document/exporter.go:1123.16,1124.24 1 0
kollab/api/internal/document/exporter.go:1125.15,1126.24 1 0
kollab/api/internal/document/exporter.go:1127.14,1128.24 1 0
kollab/api/internal/document/exporter.go:1130.3,1131.50 2 0
kollab/api/internal/document/exporter.go:1131.50,1133.4 1 0
kollab/api/internal/document/exporter.go:1136.3,1141.18 5 0
kollab/api/internal/document/exporter.go:1141.18,1143.4 1 0
kollab/api/internal/document/exporter.go:1145.3,1145.35 1 0
kollab/api/internal/document/exporter.go:1145.35,1147.4 1 0
kollab/api/internal/document/exporter.go:1148.3,1148.45 1 0
kollab/api/internal/document/exporter.go:1149.22,1151.47 2 0
kollab/api/internal/document/exporter.go:1151.47,1153.4 1 0
kollab/api/internal/document/exporter.go:1154.3,1155.48 2 0
kollab/api/internal/document/exporter.go:1155.48,1157.4 1 0
kollab/api/internal/document/exporter.go:1158.3,1159.16 2 0
kollab/api/internal/document/exporter.go:1160.17,1161.24 1 0
kollab/api/internal/document/exporter.go:1162.16,1163.24 1 0
kollab/api/internal/document/exporter.go:1164.14,1165.24 1 0
kollab/api/internal/document/exporter.go:1166.15,1167.24 1 0
kollab/api/internal/document/exporter.go:1169.3,1169.154 1 0
kollab/api/internal/document/exporter.go:1170.17,1171.35 1 0
kollab/api/internal/document/exporter.go:1171.35,1173.4 1 0
kollab/api/internal/document/exporter.go:1174.24,1177.35 3 0
kollab/api/internal/document/exporter.go:1177.35,1179.4 1 0
kollab/api/internal/document/exporter.go:1180.3,1180.29 1 0
kollab/api/internal/document/exporter.go:1181.24,1182.35 1 0
kollab/api/internal/document/exporter.go:1182.35,1184.4 1 0
kollab/api/internal/document/exporter.go:1185.24,1186.138 1 0
kollab/api/internal/document/exporter.go:1187.20,1188.35 1 0
kollab/api/internal/document/exporter.go:1188.35,1189.33 1 0
kollab/api/internal/document/exporter.go:1189.33,1194.39 5 0
kollab/api/internal/document/exporter.go:1194.39,1196.6 1 0
kollab/api/internal/document/exporter.go:1197.5,1198.31 2 0
kollab/api/internal/document/exporter.go:1199.10,1201.5 1 0
kollab/api/internal/document/exporter.go:1203.19,1204.39 1 0
kollab/api/internal/document/exporter.go:1205.10,1206.35 1 0
kollab/api/internal/document/exporter.go:1206.35,1208.4 1 0
kollab/api/internal/document/exporter.go:1211.2,1211.20 1 0
kollab/api/internal/document/exporter.go:1214.108,1224.34 8 0
kollab/api/internal/document/exporter.go:1224.34,1225.32 1 0
kollab/api/internal/document/exporter.go:1225.32,1226.38 1 0
kollab/api/internal/document/exporter.go:1226.38,1228.5 1 0
kollab/api/internal/document/exporter.go:1229.9,1229.127 1 0
kollab/api/internal/document/exporter.go:1229.127,1231.4 1 0
kollab/api/internal/document/exporter.go:1231.9,1233.4 1 0
kollab/api/internal/document/exporter.go:1235.2,1238.38 3 0
kollab/api/internal/document/exporter.go:1238.38,1240.3 1 0
kollab/api/internal/document/exporter.go:1242.2,1242.20 1 0
kollab/api/internal/document/exporter.go:1247.60,1250.22 3 0
kollab/api/internal/document/exporter.go:1250.22,1253.3 2 0
kollab/api/internal/document/exporter.go:1255.2,1261.14 5 0
kollab/api/internal/document/exporter.go:1262.11,1263.17 1 0
kollab/api/internal/document/exporter.go:1264.11,1265.17 1 0
kollab/api/internal/document/exporter.go:1266.11,1267.17 1 0
kollab/api/internal/document/exporter.go:1268.11,1269.18 1 0
kollab/api/internal/document/exporter.go:1273.2,1275.27 2 0
kollab/api/internal/document/exporter.go:1275.27,1278.49 3 0
kollab/api/internal/document/exporter.go:1278.49,1280.12 2 0
kollab/api/internal/document/exporter.go:1283.3,1284.17 2 0
kollab/api/internal/document/exporter.go:1284.17,1286.12 2 0
kollab/api/internal/document/exporter.go:1288.3,1298.27 7 0
kollab/api/internal/document/exporter.go:1298.27,1299.57 1 0
kollab/api/internal/document/exporter.go:1299.57,1303.10 4 0
kollab/api/internal/document/exporter.go:1308.3,1308.22 1 0
kollab/api/internal/document/exporter.go:1308.22,1309.28 1 0
kollab/api/internal/document/exporter.go:1309.28,1310.66 1 0
kollab/api/internal/document/exporter.go:1310.66,1314.11 4 0
kollab/api/internal/document/exporter.go:1319.3,1319.22 1 0
kollab/api/internal/document/exporter.go:1319.22,1321.18 2 0
kollab/api/internal/document/exporter.go:1321.18,1324.5 2 0
kollab/api/internal/document/exporter.go:1326.4,1327.20 2 0
kollab/api/internal/document/exporter.go:1327.20,1329.5 1 0
kollab/api/internal/document/exporter.go:1329.10,1331.5 1 0
kollab/api/internal/document/exporter.go:1333.4,1334.25 2 0
kollab/api/internal/document/exporter.go:1338.2,1339.58 2 0
kollab/api/internal/document/exporter.go:1342.44,1343.17 1 0
kollab/api/internal/document/exporter.go:1343.17,1345.3 1 0
kollab/api/internal/document/exporter.go:1346.2,1346.56 1 0
kollab/api/internal/document/exporter.go:1346.56,1347.61 1 0
kollab/api/internal/document/exporter.go:1347.61,1348.40 1 0
kollab/api/internal/document/exporter.go:1348.40,1349.57 1 0
kollab/api/internal/document/exporter.go:1349.57,1351.17 2 0
kollab/api/internal/document/exporter.go:1352.25,1353.26 1 0
kollab/api/internal/document/exporter.go:1354.17,1355.25 1 0
kollab/api/internal/document/exporter.go:1356.18,1357.26 1 0
kollab/api/internal/document/exporter.go:1359.6,1360.75 2 0
kollab/api/internal/document/exporter.go:1365.2,1365.30 1 0
kollab/api/internal/document/exporter.go:1365.30,1367.3 1 0
kollab/api/internal/document/exporter.go:1370.56,1373.58 2 0
kollab/api/internal/document/exporter.go:1373.58,1376.3 2 0
kollab/api/internal/document/exporter.go:1376.8,1378.3 1 0
kollab/api/internal/document/exporter.go:1381.2,1382.33 2 0
kollab/api/internal/document/exporter.go:1382.33,1384.17 2 0
kollab/api/internal/document/exporter.go:1384.17,1386.4 1 0
kollab/api/internal/document/exporter.go:1387.3,1387.61 1 0
kollab/api/internal/document/exporter.go:1389.2,1395.16 4 0
kollab/api/internal/document/exporter.go:1395.16,1398.3 2 0
kollab/api/internal/document/exporter.go:1399.2,1403.38 3 0
kollab/api/internal/document/exporter.go:1403.38,1406.3 2 0
kollab/api/internal/document/exporter.go:1408.2,1409.16 2 0
kollab/api/internal/document/exporter.go:1409.16,1412.3 2 0
kollab/api/internal/document/exporter.go:1414.2,1416.83 3 0
kollab/api/internal/document/exporter.go:1416.83,1418.3 1 0
kollab/api/internal/document/exporter.go:1418.8,1418.49 1 0
kollab/api/internal/document/exporter.go:1418.49,1420.3 1 0
kollab/api/internal/document/exporter.go:1422.2,1423.23 2 0
kollab/api/internal/document/exporter.go:1426.43,1429.31 3 0
kollab/api/internal/document/exporter.go:1429.31,1431.3 1 0
kollab/api/internal/document/exporter.go:1432.2,1433.15 2 0
kollab/api/internal/document/exporter.go:1433.15,1435.3 1 0
kollab/api/internal/document/exporter.go:1436.2,1436.12 1 0
kollab/api/internal/document/exporter.go:1439.88,1445.30 2 0
kollab/api/internal/document/exporter.go:1445.30,1446.57 1 0
kollab/api/internal/document/exporter.go:1446.57,1449.4 2 0
kollab/api/internal/document/exporter.go:1452.2,1452.13 1 0
kollab/api/internal/document/exporter.go:1455.114,1457.54 2 0
kollab/api/internal/document/exporter.go:1457.54,1458.72 1 0
kollab/api/internal/document/exporter.go:1458.72,1460.4 1 0
kollab/api/internal/document/exporter.go:1463.2,1464.21 2 0
kollab/api/internal/document/exporter.go:1464.21,1465.51 1 0
kollab/api/internal/document/exporter.go:1465.51,1467.4 1 0
kollab/api/internal/document/exporter.go:1469.2,1469.23 1 0
kollab/api/internal/document/exporter.go:1469.23,1471.3 1 0
kollab/api/internal/document/exporter.go:1473.2,1474.16 2 0
kollab/api/internal/document/exporter.go:1474.16,1476.3 1 0
kollab/api/internal/document/exporter.go:1478.2,1480.22 3 0
kollab/api/internal/document/exporter.go:1480.22,1482.3 1 0
kollab/api/internal/document/exporter.go:1484.2,1485.16 2 0
kollab/api/internal/document/exporter.go:1485.16,1487.3 1 0
kollab/api/internal/document/exporter.go:1488.2,1489.16 2 0
kollab/api/internal/document/exporter.go:1489.16,1491.3 1 0
kollab/api/internal/document/exporter.go:1493.2,1495.22 3 0
kollab/api/internal/document/exporter.go:1495.22,1497.3 1 0
kollab/api/internal/document/exporter.go:1499.2,1499.30 1 0
kollab/api/internal/document/exporter.go:1499.30,1500.57 1 0
kollab/api/internal/document/exporter.go:1500.57,1501.72 1 0
kollab/api/internal/document/exporter.go:1501.72,1503.5 1 0
kollab/api/internal/document/exporter.go:1507.2,1507.12 1 0
kollab/api/internal/document/exporter.go:1510.94,1512.76 2 0
kollab/api/internal/document/exporter.go:1512.76,1514.3 1 0
kollab/api/internal/document/exporter.go:1516.2,1653.21 2 0
kollab/api/internal/document/exporter.go:1656.120,1658.46 2 0
kollab/api/internal/document/exporter.go:1658.46,1659.68 1 0
kollab/api/internal/document/exporter.go:1659.68,1661.4 1 0
kollab/api/internal/document/exporter.go:1664.2,1667.15 3 0
kollab/api/internal/document/exporter.go:1667.15,1669.3 1 0
kollab/api/internal/document/exporter.go:1671.2,1672.16 2 0
kollab/api/internal/document/exporter.go:1672.16,1674.3 1 0
kollab/api/internal/document/exporter.go:1674.8,1674.23 1 0
kollab/api/internal/document/exporter.go:1674.23,1676.3 1 0
kollab/api/internal/document/exporter.go:1678.2,1683.35 5 0
kollab/api/internal/document/exporter.go:1683.35,1684.63 1 0
kollab/api/internal/document/exporter.go:1684.63,1685.84 1 0
kollab/api/internal/document/exporter.go:1685.84,1687.5 1 0
kollab/api/internal/document/exporter.go:1691.2,1691.12 1 0
kollab/api/internal/document/exporter.go:1694.141,1698.46 3 0
kollab/api/internal/document/exporter.go:1698.46,1700.3 1 0
kollab/api/internal/document/exporter.go:1702.2,1702.14 1 0
kollab/api/internal/document/exporter.go:1702.14,1704.3 1 0
